"","objectid_well","year_obs","lat","lon","district","season","well.level","time"
"386",10797,1999,25.90833333,71.24166667,"Barmer","prm",9.32,22
"387",10797,1999,25.90833333,71.24166667,"Barmer","mo",18.91,23
"388",10797,1999,25.90833333,71.24166667,"Barmer","pomk",19.03,24
"389",10797,2000,25.90833333,71.24166667,"Barmer","pomr",19.43,25
"390",10797,2000,25.90833333,71.24166667,"Barmer","prm",19.8,26
"391",10797,2000,25.90833333,71.24166667,"Barmer","mo",19.31,27
"392",10797,2000,25.90833333,71.24166667,"Barmer","pomk",NA,28
"393",10797,2001,25.90833333,71.24166667,"Barmer","pomr",NA,29
"394",10797,2001,25.90833333,71.24166667,"Barmer","prm",19.84,30
"395",10797,2001,25.90833333,71.24166667,"Barmer","mo",NA,31
"396",10797,2001,25.90833333,71.24166667,"Barmer","pomk",17.04,32
"397",10797,2002,25.90833333,71.24166667,"Barmer","pomr",18.08,33
"398",10797,2002,25.90833333,71.24166667,"Barmer","prm",20.35,34
"399",10797,2002,25.90833333,71.24166667,"Barmer","mo",20.95,35
"400",10797,2002,25.90833333,71.24166667,"Barmer","pomk",18.75,36
"401",10797,2003,25.90833333,71.24166667,"Barmer","pomr",18.86,37
"402",10797,2003,25.90833333,71.24166667,"Barmer","prm",18.95,38
"403",10797,2003,25.90833333,71.24166667,"Barmer","mo",NA,39
"404",10797,2003,25.90833333,71.24166667,"Barmer","pomk",NA,40
"405",10797,2005,25.90833333,71.24166667,"Barmer","pomr",17.84,45
"406",10797,2005,25.90833333,71.24166667,"Barmer","prm",17.62,46
"407",10797,2005,25.90833333,71.24166667,"Barmer","mo",17.71,47
"408",10797,2005,25.90833333,71.24166667,"Barmer","pomk",17.58,48
"409",10797,2006,25.90833333,71.24166667,"Barmer","pomr",17.42,49
"410",10797,2006,25.90833333,71.24166667,"Barmer","prm",17.56,50
"411",10797,2006,25.90833333,71.24166667,"Barmer","mo",16.65,51
"412",10797,2006,25.90833333,71.24166667,"Barmer","pomk",16.73,52
"413",10797,2007,25.90833333,71.24166667,"Barmer","pomr",13.9,53
"414",10797,2007,25.90833333,71.24166667,"Barmer","prm",14.78,54
"415",10797,2007,25.90833333,71.24166667,"Barmer","mo",16.23,55
"416",10797,2007,25.90833333,71.24166667,"Barmer","pomk",16.07,56
"417",10797,2008,25.90833333,71.24166667,"Barmer","pomr",16.45,57
"418",10797,2008,25.90833333,71.24166667,"Barmer","prm",18.13,58
"419",10797,2008,25.90833333,71.24166667,"Barmer","mo",16.15,59
"420",10797,2008,25.90833333,71.24166667,"Barmer","pomk",16.21,60
"421",10797,2009,25.90833333,71.24166667,"Barmer","pomr",16.15,61
"422",10797,2009,25.90833333,71.24166667,"Barmer","prm",16.2,62
"423",10797,2009,25.90833333,71.24166667,"Barmer","mo",16.13,63
"424",10797,2009,25.90833333,71.24166667,"Barmer","pomk",16.25,64
"425",10797,2010,25.90833333,71.24166667,"Barmer","pomr",16.2,65
"426",10797,2010,25.90833333,71.24166667,"Barmer","prm",16.3,66
"427",10797,2010,25.90833333,71.24166667,"Barmer","mo",16.05,67
"428",10797,2010,25.90833333,71.24166667,"Barmer","pomk",15.85,68
"429",10797,2011,25.90833333,71.24166667,"Barmer","pomr",15.9,69
"430",10797,2011,25.90833333,71.24166667,"Barmer","prm",15.75,70
"431",10797,2011,25.90833333,71.24166667,"Barmer","mo",15.83,71
"432",10797,2011,25.90833333,71.24166667,"Barmer","pomk",14.5,72
"433",10797,2012,25.90833333,71.24166667,"Barmer","pomr",14.1,73
"434",10797,2012,25.90833333,71.24166667,"Barmer","prm",15.15,74
"435",10797,2012,25.90833333,71.24166667,"Barmer","mo",NA,75
"436",10797,2012,25.90833333,71.24166667,"Barmer","pomk",14.75,76
"437",10797,2013,25.90833333,71.24166667,"Barmer","pomr",14.85,77
"438",10797,2013,25.90833333,71.24166667,"Barmer","prm",14.85,78
"439",10797,2013,25.90833333,71.24166667,"Barmer","mo",14.05,79
"440",10797,2013,25.90833333,71.24166667,"Barmer","pomk",14.35,80
"441",10797,2014,25.90833333,71.24166667,"Barmer","pomr",13.2,81
"442",10797,2014,25.90833333,71.24166667,"Barmer","prm",14.45,82
"443",10797,2014,25.90833333,71.24166667,"Barmer","mo",12.3,83
"444",10797,2014,25.90833333,71.24166667,"Barmer","pomk",12.2,84
"445",10797,2015,25.90833333,71.24166667,"Barmer","pomr",13.95,85
"446",10797,2015,25.90833333,71.24166667,"Barmer","prm",13.5,86
"447",10797,2015,25.90833333,71.24166667,"Barmer","mo",14.85,87
"448",10797,2015,25.90833333,71.24166667,"Barmer","pomk",14.85,88
"449",10797,2016,25.90833333,71.24166667,"Barmer","pomr",NA,89
"450",10797,2016,25.90833333,71.24166667,"Barmer","prm",14.35,90
"451",10797,2016,25.90833333,71.24166667,"Barmer","mo",16.15,91
"452",10797,2016,25.90833333,71.24166667,"Barmer","pomk",14.2,92
"453",10799,1994,25.73611111,71.39722222,"Barmer","pomr",23.35,1
"454",10799,1994,25.73611111,71.39722222,"Barmer","prm",24.72,2
"455",10799,1994,25.73611111,71.39722222,"Barmer","mo",24,3
"456",10799,1994,25.73611111,71.39722222,"Barmer","pomk",24.25,4
"457",10799,1995,25.73611111,71.39722222,"Barmer","pomr",19.39,5
"458",10799,1995,25.73611111,71.39722222,"Barmer","prm",21.06,6
"459",10799,1995,25.73611111,71.39722222,"Barmer","mo",22.36,7
"460",10799,1995,25.73611111,71.39722222,"Barmer","pomk",23.2,8
"461",10799,1996,25.73611111,71.39722222,"Barmer","pomr",19.08,9
"462",10799,1996,25.73611111,71.39722222,"Barmer","prm",24.99,10
"463",10799,1996,25.73611111,71.39722222,"Barmer","mo",22.6,11
"464",10799,1996,25.73611111,71.39722222,"Barmer","pomk",23.8,12
"465",10799,1997,25.73611111,71.39722222,"Barmer","pomr",25.8,13
"466",10799,1997,25.73611111,71.39722222,"Barmer","prm",24.54,14
"467",10799,1997,25.73611111,71.39722222,"Barmer","mo",24,15
"468",10799,1997,25.73611111,71.39722222,"Barmer","pomk",23.8,16
"469",10799,1998,25.73611111,71.39722222,"Barmer","pomr",27.1,17
"470",10799,1998,25.73611111,71.39722222,"Barmer","prm",25.15,18
"471",10799,1998,25.73611111,71.39722222,"Barmer","mo",29.15,19
"472",10799,1998,25.73611111,71.39722222,"Barmer","pomk",29.28,20
"473",10799,1999,25.73611111,71.39722222,"Barmer","pomr",28.95,21
"474",10799,1999,25.73611111,71.39722222,"Barmer","prm",28.5,22
"475",10799,1999,25.73611111,71.39722222,"Barmer","mo",29.3,23
"476",10799,1999,25.73611111,71.39722222,"Barmer","pomk",29.43,24
"477",10799,2000,25.73611111,71.39722222,"Barmer","pomr",29.76,25
"478",10799,2000,25.73611111,71.39722222,"Barmer","prm",30.4,26
"479",10799,2000,25.73611111,71.39722222,"Barmer","mo",30.48,27
"480",10799,2000,25.73611111,71.39722222,"Barmer","pomk",30.3,28
"481",10799,2001,25.73611111,71.39722222,"Barmer","pomr",30.7,29
"482",10799,2001,25.73611111,71.39722222,"Barmer","prm",30.8,30
"483",10799,2001,25.73611111,71.39722222,"Barmer","mo",30.7,31
"484",10799,2001,25.73611111,71.39722222,"Barmer","pomk",27.97,32
"485",10799,2002,25.73611111,71.39722222,"Barmer","pomr",28.27,33
"486",10799,2002,25.73611111,71.39722222,"Barmer","prm",32.05,34
"487",10799,2002,25.73611111,71.39722222,"Barmer","mo",32.85,35
"488",10799,2002,25.73611111,71.39722222,"Barmer","pomk",31.25,36
"489",10799,2003,25.73611111,71.39722222,"Barmer","pomr",30.6,37
"490",10799,2003,25.73611111,71.39722222,"Barmer","prm",31.25,38
"491",10799,2003,25.73611111,71.39722222,"Barmer","mo",NA,39
"492",10799,2003,25.73611111,71.39722222,"Barmer","pomk",NA,40
"493",10799,2005,25.73611111,71.39722222,"Barmer","pomr",28.8,45
"494",10799,2005,25.73611111,71.39722222,"Barmer","prm",33.42,46
"495",10799,2005,25.73611111,71.39722222,"Barmer","mo",29.95,47
"496",10799,2005,25.73611111,71.39722222,"Barmer","pomk",30.07,48
"497",10799,2006,25.73611111,71.39722222,"Barmer","pomr",29.91,49
"498",10799,2006,25.73611111,71.39722222,"Barmer","prm",30.87,50
"499",10799,2006,25.73611111,71.39722222,"Barmer","mo",28.75,51
"500",10799,2006,25.73611111,71.39722222,"Barmer","pomk",29.75,52
"501",10799,2007,25.73611111,71.39722222,"Barmer","pomr",24.55,53
"502",10799,2007,25.73611111,71.39722222,"Barmer","prm",25.62,54
"503",10799,2007,25.73611111,71.39722222,"Barmer","mo",25.67,55
"504",10799,2007,25.73611111,71.39722222,"Barmer","pomk",26.08,56
"505",10799,2008,25.73611111,71.39722222,"Barmer","pomr",26.6,57
"506",10799,2008,25.73611111,71.39722222,"Barmer","prm",27.1,58
"507",10799,2008,25.73611111,71.39722222,"Barmer","mo",27.5,59
"508",10799,2008,25.73611111,71.39722222,"Barmer","pomk",28.35,60
"509",10799,2009,25.73611111,71.39722222,"Barmer","pomr",28.35,61
"510",10799,2009,25.73611111,71.39722222,"Barmer","prm",NA,62
"511",10799,2009,25.73611111,71.39722222,"Barmer","mo",28.32,63
"512",10799,2009,25.73611111,71.39722222,"Barmer","pomk",26.25,64
"513",10799,2010,25.73611111,71.39722222,"Barmer","pomr",19.29,65
"514",10799,2010,25.73611111,71.39722222,"Barmer","prm",29.75,66
"515",10799,2010,25.73611111,71.39722222,"Barmer","mo",28.5,67
"516",10799,2010,25.73611111,71.39722222,"Barmer","pomk",36.03,68
"517",10799,2011,25.73611111,71.39722222,"Barmer","pomr",30.33,69
"518",10799,2011,25.73611111,71.39722222,"Barmer","prm",29.75,70
"519",10799,2011,25.73611111,71.39722222,"Barmer","mo",28.85,71
"520",10799,2011,25.73611111,71.39722222,"Barmer","pomk",28.45,72
"521",10799,2012,25.73611111,71.39722222,"Barmer","pomr",28.35,73
"522",10799,2012,25.73611111,71.39722222,"Barmer","prm",30.51,74
"523",10799,2012,25.73611111,71.39722222,"Barmer","mo",NA,75
"524",10799,2012,25.73611111,71.39722222,"Barmer","pomk",33.65,76
"525",10799,2013,25.73611111,71.39722222,"Barmer","pomr",28.65,77
"526",10799,2013,25.73611111,71.39722222,"Barmer","prm",28.25,78
"527",10799,2013,25.73611111,71.39722222,"Barmer","mo",NA,79
"528",10799,2013,25.73611111,71.39722222,"Barmer","pomk",23.75,80
"529",10799,2014,25.73611111,71.39722222,"Barmer","pomr",23.55,81
"530",10799,2014,25.73611111,71.39722222,"Barmer","prm",21.25,82
"531",10799,2014,25.73611111,71.39722222,"Barmer","mo",14.8,83
"532",10799,2014,25.73611111,71.39722222,"Barmer","pomk",NA,84
"533",10799,2015,25.73611111,71.39722222,"Barmer","pomr",19.27,85
"534",10799,2015,25.73611111,71.39722222,"Barmer","prm",13.9,86
"535",10799,2015,25.73611111,71.39722222,"Barmer","mo",13.65,87
"536",10799,2015,25.73611111,71.39722222,"Barmer","pomk",13.35,88
"537",10799,2016,25.73611111,71.39722222,"Barmer","pomr",NA,89
"538",10799,2016,25.73611111,71.39722222,"Barmer","prm",14.85,90
"539",10799,2016,25.73611111,71.39722222,"Barmer","mo",14.35,91
"540",10799,2016,25.73611111,71.39722222,"Barmer","pomk",14.3,92
"541",10808,1994,25.92638889,71.75416667,"Barmer","pomr",38.18,1
"542",10808,1994,25.92638889,71.75416667,"Barmer","prm",38.02,2
"543",10808,1994,25.92638889,71.75416667,"Barmer","mo",38.1,3
"544",10808,1994,25.92638889,71.75416667,"Barmer","pomk",38.18,4
"545",10808,1995,25.92638889,71.75416667,"Barmer","pomr",38.1,5
"546",10808,1995,25.92638889,71.75416667,"Barmer","prm",38.1,6
"547",10808,1995,25.92638889,71.75416667,"Barmer","mo",38.08,7
"548",10808,1995,25.92638889,71.75416667,"Barmer","pomk",38.22,8
"549",10808,1996,25.92638889,71.75416667,"Barmer","pomr",38.13,9
"550",10808,1996,25.92638889,71.75416667,"Barmer","prm",38.16,10
"551",10808,1996,25.92638889,71.75416667,"Barmer","mo",38.2,11
"552",10808,1996,25.92638889,71.75416667,"Barmer","pomk",NA,12
"553",10808,1997,25.92638889,71.75416667,"Barmer","pomr",38.78,13
"554",10808,1997,25.92638889,71.75416667,"Barmer","prm",38.38,14
"555",10808,1997,25.92638889,71.75416667,"Barmer","mo",NA,15
"556",10808,1997,25.92638889,71.75416667,"Barmer","pomk",NA,16
"557",10808,1998,25.92638889,71.75416667,"Barmer","pomr",38.2,17
"558",10808,1998,25.92638889,71.75416667,"Barmer","prm",NA,18
"559",10808,1998,25.92638889,71.75416667,"Barmer","mo",37.28,19
"560",10808,1998,25.92638889,71.75416667,"Barmer","pomk",38.65,20
"561",10808,1999,25.92638889,71.75416667,"Barmer","pomr",37.98,21
"562",10808,1999,25.92638889,71.75416667,"Barmer","prm",38.2,22
"563",10808,1999,25.92638889,71.75416667,"Barmer","mo",38.33,23
"564",10808,1999,25.92638889,71.75416667,"Barmer","pomk",47.4,24
"565",10808,2000,25.92638889,71.75416667,"Barmer","pomr",37.43,25
"566",10808,2000,25.92638889,71.75416667,"Barmer","prm",38.1,26
"567",10808,2000,25.92638889,71.75416667,"Barmer","mo",36.99,27
"568",10808,2000,25.92638889,71.75416667,"Barmer","pomk",37.8,28
"569",10808,2001,25.92638889,71.75416667,"Barmer","pomr",37.95,29
"570",10808,2001,25.92638889,71.75416667,"Barmer","prm",44.7,30
"571",10808,2001,25.92638889,71.75416667,"Barmer","mo",37.2,31
"572",10808,2001,25.92638889,71.75416667,"Barmer","pomk",57.74,32
"573",10808,2002,25.92638889,71.75416667,"Barmer","pomr",49.52,33
"574",10808,2002,25.92638889,71.75416667,"Barmer","prm",NA,34
"575",10808,2002,25.92638889,71.75416667,"Barmer","mo",NA,35
"576",10808,2002,25.92638889,71.75416667,"Barmer","pomk",NA,36
"577",10808,2007,25.92638889,71.75416667,"Barmer","pomr",NA,53
"578",10808,2007,25.92638889,71.75416667,"Barmer","prm",NA,54
"579",10808,2007,25.92638889,71.75416667,"Barmer","mo",40.14,55
"580",10808,2007,25.92638889,71.75416667,"Barmer","pomk",NA,56
"581",10808,2012,25.92638889,71.75416667,"Barmer","pomr",40.14,73
"582",10808,2012,25.92638889,71.75416667,"Barmer","prm",40.14,74
"583",10808,2012,25.92638889,71.75416667,"Barmer","mo",NA,75
"584",10808,2012,25.92638889,71.75416667,"Barmer","pomk",NA,76
"585",10808,2013,25.92638889,71.75416667,"Barmer","pomr",NA,77
"586",10808,2013,25.92638889,71.75416667,"Barmer","prm",40.14,78
"587",10808,2013,25.92638889,71.75416667,"Barmer","mo",40.14,79
"588",10808,2013,25.92638889,71.75416667,"Barmer","pomk",40.14,80
"589",10808,2014,25.92638889,71.75416667,"Barmer","pomr",41.52,81
"590",10808,2014,25.92638889,71.75416667,"Barmer","prm",NA,82
"591",10808,2014,25.92638889,71.75416667,"Barmer","mo",31.14,83
"592",10808,2014,25.92638889,71.75416667,"Barmer","pomk",31.44,84
"593",10808,2015,25.92638889,71.75416667,"Barmer","pomr",32.66,85
"594",10808,2015,25.92638889,71.75416667,"Barmer","prm",30.84,86
"595",10808,2015,25.92638889,71.75416667,"Barmer","mo",32.67,87
"596",10808,2015,25.92638889,71.75416667,"Barmer","pomk",32.42,88
"597",10808,2016,25.92638889,71.75416667,"Barmer","pomr",NA,89
"598",10808,2016,25.92638889,71.75416667,"Barmer","prm",32.82,90
"599",10808,2016,25.92638889,71.75416667,"Barmer","mo",32.32,91
"600",10808,2016,25.92638889,71.75416667,"Barmer","pomk",32.52,92
"601",10809,2005,25.88333333,71.35,"Barmer","pomr",63.02,45
"602",10809,2005,25.88333333,71.35,"Barmer","prm",NA,46
"603",10809,2005,25.88333333,71.35,"Barmer","mo",NA,47
"604",10809,2005,25.88333333,71.35,"Barmer","pomk",NA,48
"605",10809,2014,25.88333333,71.35,"Barmer","pomr",NA,81
"606",10809,2014,25.88333333,71.35,"Barmer","prm",NA,82
"607",10809,2014,25.88333333,71.35,"Barmer","mo",83.98,83
"608",10809,2014,25.88333333,71.35,"Barmer","pomk",84,84
"609",10809,2015,25.88333333,71.35,"Barmer","pomr",84.9,85
"610",10809,2015,25.88333333,71.35,"Barmer","prm",84,86
"611",10809,2015,25.88333333,71.35,"Barmer","mo",84.1,87
"612",10809,2015,25.88333333,71.35,"Barmer","pomk",84.5,88
"613",10809,2016,25.88333333,71.35,"Barmer","pomr",NA,89
"614",10809,2016,25.88333333,71.35,"Barmer","prm",84.35,90
"615",10809,2016,25.88333333,71.35,"Barmer","mo",84.2,91
"616",10809,2016,25.88333333,71.35,"Barmer","pomk",84,92
"617",10810,1994,26.14166667,71.58333333,"Barmer","pomr",52.74,1
"618",10810,1994,26.14166667,71.58333333,"Barmer","prm",53.73,2
"619",10810,1994,26.14166667,71.58333333,"Barmer","mo",52,3
"620",10810,1994,26.14166667,71.58333333,"Barmer","pomk",52.15,4
"621",10810,1995,26.14166667,71.58333333,"Barmer","pomr",53.02,5
"622",10810,1995,26.14166667,71.58333333,"Barmer","prm",52.93,6
"623",10810,1995,26.14166667,71.58333333,"Barmer","mo",52.91,7
"624",10810,1995,26.14166667,71.58333333,"Barmer","pomk",53.08,8
"625",10810,1996,26.14166667,71.58333333,"Barmer","pomr",53,9
"626",10810,1996,26.14166667,71.58333333,"Barmer","prm",52.9,10
"627",10810,1996,26.14166667,71.58333333,"Barmer","mo",NA,11
"628",10810,1996,26.14166667,71.58333333,"Barmer","pomk",53.9,12
"629",10810,1997,26.14166667,71.58333333,"Barmer","pomr",53.1,13
"630",10810,1997,26.14166667,71.58333333,"Barmer","prm",52.86,14
"631",10810,1997,26.14166667,71.58333333,"Barmer","mo",NA,15
"632",10810,1997,26.14166667,71.58333333,"Barmer","pomk",53.9,16
"633",10810,1998,26.14166667,71.58333333,"Barmer","pomr",NA,17
"634",10810,1998,26.14166667,71.58333333,"Barmer","prm",NA,18
"635",10810,1998,26.14166667,71.58333333,"Barmer","mo",54.28,19
"636",10810,1998,26.14166667,71.58333333,"Barmer","pomk",53.32,20
"637",10810,1999,26.14166667,71.58333333,"Barmer","pomr",53.4,21
"638",10810,1999,26.14166667,71.58333333,"Barmer","prm",53.15,22
"639",10810,1999,26.14166667,71.58333333,"Barmer","mo",53.09,23
"640",10810,1999,26.14166667,71.58333333,"Barmer","pomk",53.1,24
"641",10810,2000,26.14166667,71.58333333,"Barmer","pomr",52,25
"642",10810,2000,26.14166667,71.58333333,"Barmer","prm",55.2,26
"643",10810,2000,26.14166667,71.58333333,"Barmer","mo",53.36,27
"644",10810,2000,26.14166667,71.58333333,"Barmer","pomk",NA,28
"645",10810,2001,26.14166667,71.58333333,"Barmer","pomr",NA,29
"646",10810,2001,26.14166667,71.58333333,"Barmer","prm",54.04,30
"647",10810,2001,26.14166667,71.58333333,"Barmer","mo",NA,31
"648",10810,2001,26.14166667,71.58333333,"Barmer","pomk",NA,32
"649",10810,2005,26.14166667,71.58333333,"Barmer","pomr",NA,45
"650",10810,2005,26.14166667,71.58333333,"Barmer","prm",50.54,46
"651",10810,2005,26.14166667,71.58333333,"Barmer","mo",51.12,47
"652",10810,2005,26.14166667,71.58333333,"Barmer","pomk",51.77,48
"653",10810,2006,26.14166667,71.58333333,"Barmer","pomr",51.88,49
"654",10810,2006,26.14166667,71.58333333,"Barmer","prm",51.94,50
"655",10810,2006,26.14166667,71.58333333,"Barmer","mo",NA,51
"656",10810,2006,26.14166667,71.58333333,"Barmer","pomk",NA,52
"657",10810,2007,26.14166667,71.58333333,"Barmer","pomr",49.14,53
"658",10810,2007,26.14166667,71.58333333,"Barmer","prm",52.24,54
"659",10810,2007,26.14166667,71.58333333,"Barmer","mo",NA,55
"660",10810,2007,26.14166667,71.58333333,"Barmer","pomk",NA,56
"661",10810,2008,26.14166667,71.58333333,"Barmer","pomr",NA,57
"662",10810,2008,26.14166667,71.58333333,"Barmer","prm",NA,58
"663",10810,2008,26.14166667,71.58333333,"Barmer","mo",NA,59
"664",10810,2008,26.14166667,71.58333333,"Barmer","pomk",52.79,60
"665",10810,2009,26.14166667,71.58333333,"Barmer","pomr",62.54,61
"666",10810,2009,26.14166667,71.58333333,"Barmer","prm",52.54,62
"667",10810,2009,26.14166667,71.58333333,"Barmer","mo",63.67,63
"668",10810,2009,26.14166667,71.58333333,"Barmer","pomk",68.11,64
"669",10810,2010,26.14166667,71.58333333,"Barmer","pomr",NA,65
"670",10810,2010,26.14166667,71.58333333,"Barmer","prm",NA,66
"671",10810,2010,26.14166667,71.58333333,"Barmer","mo",52.04,67
"672",10810,2010,26.14166667,71.58333333,"Barmer","pomk",55.29,68
"673",10810,2011,26.14166667,71.58333333,"Barmer","pomr",52.04,69
"674",10810,2011,26.14166667,71.58333333,"Barmer","prm",51.99,70
"675",10810,2011,26.14166667,71.58333333,"Barmer","mo",52.19,71
"676",10810,2011,26.14166667,71.58333333,"Barmer","pomk",NA,72
"677",10810,2012,26.14166667,71.58333333,"Barmer","pomr",NA,73
"678",10810,2012,26.14166667,71.58333333,"Barmer","prm",NA,74
"679",10810,2012,26.14166667,71.58333333,"Barmer","mo",NA,75
"680",10810,2012,26.14166667,71.58333333,"Barmer","pomk",52.14,76
"681",10810,2013,26.14166667,71.58333333,"Barmer","pomr",51.84,77
"682",10810,2013,26.14166667,71.58333333,"Barmer","prm",53.12,78
"683",10810,2013,26.14166667,71.58333333,"Barmer","mo",51.96,79
"684",10810,2013,26.14166667,71.58333333,"Barmer","pomk",NA,80
"685",10810,2014,26.14166667,71.58333333,"Barmer","pomr",33.54,81
"686",10810,2014,26.14166667,71.58333333,"Barmer","prm",NA,82
"687",10810,2014,26.14166667,71.58333333,"Barmer","mo",NA,83
"688",10810,2014,26.14166667,71.58333333,"Barmer","pomk",51.48,84
"689",10810,2015,26.14166667,71.58333333,"Barmer","pomr",52.94,85
"690",10810,2015,26.14166667,71.58333333,"Barmer","prm",52.34,86
"691",10810,2015,26.14166667,71.58333333,"Barmer","mo",53.39,87
"692",10810,2015,26.14166667,71.58333333,"Barmer","pomk",57.04,88
"693",10811,1994,26.2,71.825,"Barmer","pomr",29.21,1
"694",10811,1994,26.2,71.825,"Barmer","prm",29.64,2
"695",10811,1994,26.2,71.825,"Barmer","mo",28.8,3
"696",10811,1994,26.2,71.825,"Barmer","pomk",28.7,4
"697",10811,1995,26.2,71.825,"Barmer","pomr",28.71,5
"698",10811,1995,26.2,71.825,"Barmer","prm",28.78,6
"699",10811,1995,26.2,71.825,"Barmer","mo",28.6,7
"700",10811,1995,26.2,71.825,"Barmer","pomk",28.61,8
"701",10811,1996,26.2,71.825,"Barmer","pomr",28.42,9
"702",10811,1996,26.2,71.825,"Barmer","prm",28.3,10
"703",10811,1996,26.2,71.825,"Barmer","mo",28.68,11
"704",10811,1996,26.2,71.825,"Barmer","pomk",28.1,12
"705",10811,1997,26.2,71.825,"Barmer","pomr",28.95,13
"706",10811,1997,26.2,71.825,"Barmer","prm",27.96,14
"707",10811,1997,26.2,71.825,"Barmer","mo",27.8,15
"708",10811,1997,26.2,71.825,"Barmer","pomk",28.1,16
"709",10811,1998,26.2,71.825,"Barmer","pomr",27.59,17
"710",10811,1998,26.2,71.825,"Barmer","prm",27.24,18
"711",10811,1998,26.2,71.825,"Barmer","mo",27.64,19
"712",10811,1998,26.2,71.825,"Barmer","pomk",27.67,20
"713",10811,1999,26.2,71.825,"Barmer","pomr",27.44,21
"714",10811,1999,26.2,71.825,"Barmer","prm",27.36,22
"715",10811,1999,26.2,71.825,"Barmer","mo",27,23
"716",10811,1999,26.2,71.825,"Barmer","pomk",27,24
"717",10811,2000,26.2,71.825,"Barmer","pomr",27.3,25
"718",10811,2000,26.2,71.825,"Barmer","prm",28.1,26
"719",10811,2000,26.2,71.825,"Barmer","mo",28.36,27
"720",10811,2000,26.2,71.825,"Barmer","pomk",25,28
"721",10811,2001,26.2,71.825,"Barmer","pomr",25.1,29
"722",10811,2001,26.2,71.825,"Barmer","prm",28.54,30
"723",10811,2001,26.2,71.825,"Barmer","mo",27.8,31
"724",10811,2001,26.2,71.825,"Barmer","pomk",24.31,32
"725",10811,2002,26.2,71.825,"Barmer","pomr",27.04,33
"726",10811,2002,26.2,71.825,"Barmer","prm",26.51,34
"727",10811,2002,26.2,71.825,"Barmer","mo",27.91,35
"728",10811,2002,26.2,71.825,"Barmer","pomk",27.81,36
"729",10811,2003,26.2,71.825,"Barmer","pomr",27.31,37
"730",10811,2003,26.2,71.825,"Barmer","prm",26.81,38
"731",10811,2003,26.2,71.825,"Barmer","mo",NA,39
"732",10811,2003,26.2,71.825,"Barmer","pomk",NA,40
"733",10811,2005,26.2,71.825,"Barmer","pomr",25.64,45
"734",10811,2005,26.2,71.825,"Barmer","prm",25.74,46
"735",10811,2005,26.2,71.825,"Barmer","mo",26.09,47
"736",10811,2005,26.2,71.825,"Barmer","pomk",26.71,48
"737",10811,2006,26.2,71.825,"Barmer","pomr",27.31,49
"738",10811,2006,26.2,71.825,"Barmer","prm",27.44,50
"739",10811,2006,26.2,71.825,"Barmer","mo",22.81,51
"740",10811,2006,26.2,71.825,"Barmer","pomk",23.61,52
"741",10811,2007,26.2,71.825,"Barmer","pomr",21.71,53
"742",10811,2007,26.2,71.825,"Barmer","prm",23.61,54
"743",10811,2007,26.2,71.825,"Barmer","mo",23.98,55
"744",10811,2007,26.2,71.825,"Barmer","pomk",23.98,56
"745",10811,2008,26.2,71.825,"Barmer","pomr",23.65,57
"746",10811,2008,26.2,71.825,"Barmer","prm",24.68,58
"747",10811,2008,26.2,71.825,"Barmer","mo",22.22,59
"748",10811,2008,26.2,71.825,"Barmer","pomk",23.81,60
"749",10811,2009,26.2,71.825,"Barmer","pomr",24,61
"750",10811,2009,26.2,71.825,"Barmer","prm",24.11,62
"751",10811,2009,26.2,71.825,"Barmer","mo",24.01,63
"752",10811,2009,26.2,71.825,"Barmer","pomk",23.91,64
"753",10811,2010,26.2,71.825,"Barmer","pomr",NA,65
"754",10811,2010,26.2,71.825,"Barmer","prm",26.2,66
"755",10811,2010,26.2,71.825,"Barmer","mo",23.09,67
"756",10811,2010,26.2,71.825,"Barmer","pomk",23.03,68
"757",10811,2011,26.2,71.825,"Barmer","pomr",23.04,69
"758",10811,2011,26.2,71.825,"Barmer","prm",22.91,70
"759",10811,2011,26.2,71.825,"Barmer","mo",22.51,71
"760",10811,2011,26.2,71.825,"Barmer","pomk",19.31,72
"761",10811,2012,26.2,71.825,"Barmer","pomr",21.31,73
"762",10811,2012,26.2,71.825,"Barmer","prm",22.41,74
"763",10811,2012,26.2,71.825,"Barmer","mo",NA,75
"764",10811,2012,26.2,71.825,"Barmer","pomk",21.31,76
"765",10811,2013,26.2,71.825,"Barmer","pomr",22.41,77
"766",10811,2013,26.2,71.825,"Barmer","prm",21.31,78
"767",10811,2013,26.2,71.825,"Barmer","mo",21.73,79
"768",10811,2013,26.2,71.825,"Barmer","pomk",22.21,80
"769",10811,2014,26.2,71.825,"Barmer","pomr",21.45,81
"770",10811,2014,26.2,71.825,"Barmer","prm",21.66,82
"771",10811,2014,26.2,71.825,"Barmer","mo",20.07,83
"772",10811,2014,26.2,71.825,"Barmer","pomk",19.62,84
"773",10811,2015,26.2,71.825,"Barmer","pomr",19.21,85
"774",10811,2015,26.2,71.825,"Barmer","prm",19.12,86
"775",10811,2015,26.2,71.825,"Barmer","mo",21.46,87
"776",10811,2015,26.2,71.825,"Barmer","pomk",21.01,88
"777",10811,2016,26.2,71.825,"Barmer","pomr",NA,89
"778",10811,2016,26.2,71.825,"Barmer","prm",21.11,90
"779",10811,2016,26.2,71.825,"Barmer","mo",21.21,91
"780",10811,2016,26.2,71.825,"Barmer","pomk",20.87,92
